State/Province,Longitude,Latitude
CA,-117.69,33.97
CA,-120.26,37.13
CA,-117.04,32.63
CA,-117.09,32.63
CA,-116.97,32.66
CA,-116.97,32.65
CA,-117,32.64
CA,-116.97,32.65
CA,-117.08,32.6
CA,-117.09,32.65
CA,-117.06,32.65
CA,-117.08,32.61
CA,-117.09,32.63
CA,-117.03,32.61
CA,-121.27,38.67
CA,-121.27,38.68
CA,-121.27,38.67
CA,-121.29,38.69
CA,-118.17,34
CA,-118.15,34.01
CA,-118.01,34.03
CA,-117.91,33.99
CA,-117.72,34.08
CA,-117.72,34.1
CA,-117.71,34.12
CA,-117.7,34.11
CA,-121.95,37.95
CA,-123.01,38.78
CA,-119.73,36.84
CA,-119.71,36.81
CA,-119.66,36.84
CA,-119.7,36.81
CA,-119.7,36.84
CA,-119.69,36.84
CA,-119.73,36.85
CA,-119.68,36.84
CA,-119.73,36.84
CA,-119.68,36.79
CA,-116.22,33.7
CA,-120.36,36.14
CA,-120.95,39.1
CA,-122.46,37.67
CA,-122.46,37.67
CA,-117.32,34.07
CA,-117.31,34.05
CA,-117.31,34.05
CA,-118.15,34.02
CA,-118.25,33.87
CA,-118.22,33.88
CA,-118.26,33.9
CA,-118.22,33.88
CA,-122.06,37.97
CA,-121.99,37.97
CA,-122.03,37.98
CA,-122.03,37.98
CA,-121.99,37.96
CA,-121.96,37.95
CA,-121.99,37.98
CA,-122.02,37.94
CA,-122.04,37.97
CA,-122.03,37.99
CA,-122.06,37.98
CA,-122.06,37.97
CA,-122.2,39.93
CA,-117.57,33.84
CA,-117.52,33.89
CA,-117.54,33.85
CA,-117.56,33.98
CA,-117.52,33.89
CA,-117.45,33.75
CA,-117.66,33.88
CA,-117.52,33.82
CA,-117.56,33.85
CA,-117.59,33.96
CA,-117.53,33.84
CA,-117.52,33.82
CA,-117.87,33.6
CA,-117.18,32.69
CA,-122.52,37.93
CA,-122.51,37.93
CA,-122.52,37.93
CA,-122.51,37.93
CA,-117.89,33.69
CA,-117.92,33.68
CA,-117.91,33.63
CA,-117.89,33.69
CA,-117.91,33.68
CA,-117.91,33.67
CA,-117.89,33.69
CA,-117.92,33.68
CA,-117.91,33.63
CA,-117.88,33.67
CA,-117.89,33.69
CA,-117.89,33.69
CA,-117.92,33.66
CA,-117.9,33.66
CA,-117.92,33.63
CA,-117.92,33.67
CA,-117.92,33.64
CA,-117.88,33.69
CA,-122.7,38.33
CA,-117.91,34.09
CA,-117.89,34.08
CA,-117.89,34.09
CA,-117.87,34.09
CA,-117.89,34.11
CA,-124.2,41.76
CA,-118.4,33.99
CA,-118.39,33.99
CA,-118.39,34
CA,-118.39,34
CA,-118.41,34.01
CA,-118.4,34.02
CA,-122.07,37.34
CA,-122.01,37.32
CA,-122.01,37.34
CA,-122.03,37.32
CA,-122.03,37.34
CA,-122.04,37.34
CA,-122.02,37.32
CA,-122.04,37.32
CA,-118.01,33.8
CA,-118.01,33.8
CA,-118.03,33.82
CA,-118.06,33.82
CA,-122.47,37.67
CA,-122.48,37.7
CA,-122.47,37.67
CA,-122.48,37.7
CA,-122.47,37.67
CA,-122.46,37.7
CA,-117.7,33.49
CA,-117.7,33.47
CA,-117.72,33.49
CA,-117.7,33.49
CA,-117.68,33.48
CA,-122,37.82
CA,-121.92,37.8
CA,-121.92,37.8
CA,-122,37.82
CA,-121.92,37.8
CA,-121.99,37.81
CA,-121.7,38.56
CA,-121.7,38.55
CA,-121.77,38.56
CA,-121.76,38.54
CA,-121.72,38.54
CA,-121.74,38.54
CA,-121.77,38.56
CA,-121.76,38.55
CA,-121.75,38.54
CA,-117.25,32.98
CA,-117.26,32.96
CA,-117.25,32.95
CA,-117.23,32.94
CA,-121.85,36.6
CA,-121.83,36.58
CA,-119.25,35.78
CA,-116.5,33.95
CA,-117.84,33.97
CA,-117.82,34
CA,-117.82,34.01
CA,-119.4,36.55
CA,-121.84,38.46
CA,-121.84,38.46
CA,-118.12,33.94
CA,-118.13,33.94
CA,-118.15,33.92
CA,-118.11,33.96
CA,-118.13,33.93
CA,-117.97,34.13
CA,-117.98,34.14
CA,-121.93,37.7
CA,-121.85,37.71
CA,-121.88,37.7
CA,-121.89,37.71
CA,-121.87,37.71
CA,-121.93,37.71
CA,-121.93,37.71
CA,-121.87,37.7
CA,-117.59,33.96
CA,-117.93,34.92
CA,-116.94,32.74
CA,-116.96,32.81
CA,-116.96,32.81
CA,-116.96,32.78
CA,-116.96,32.78
CA,-117,32.8
CA,-116.96,32.8
CA,-116.97,32.8
CA,-116.93,32.79
CA,-116.95,32.81
CA,-116.93,32.75
CA,-116.92,32.81
CA,-116.96,32.82
CA,-115.57,32.82
CA,-115.57,32.79
CA,-115.53,32.77
CA,-115.57,32.8
CA,-122.32,37.92
CA,-122.3,37.9
CA,-122.32,37.93
CA,-121.06,38.65
CA,-121.07,38.65
CA,-121.08,38.71
CA,-121.08,38.71
CA,-118.04,34.08
CA,-118.02,34.07
CA,-118.07,34.07
CA,-118.02,34.06
CA,-118.4,33.92
CA,-118.38,33.9
CA,-118.4,33.92
CA,-118.38,33.92
CA,-118.41,33.92
CA,-118.39,33.91
CA,-118.38,33.93
CA,-122.3,37.98
CA,-121.45,38.42
CA,-121.42,38.43
CA,-121.39,38.41
CA,-121.35,38.41
CA,-121.37,38.45
CA,-121.45,38.41
CA,-121.37,38.42
CA,-121.45,38.42
CA,-121.42,38.39
CA,-121.41,38.42
CA,-121.48,38.43
CA,-122.28,37.83
CA,-122.28,37.83
CA,-122.3,37.84
CA,-122.29,37.85
CA,-122.29,37.83
CA,-117.26,33.07
CA,-117.27,33.07
CA,-117.26,33.05
CA,-117.29,33.04
CA,-117.29,33.07
CA,-117.27,33.07
CA,-117.26,33.05
CA,-117.27,33.05
CA,-118.49,34.16
CA,-118.52,34.16
CA,-118.51,34.16
CA,-121,37.8
CA,-117.11,33.11
CA,-117.12,33.12
CA,-117.09,33.13
CA,-117.07,33.07
CA,-117.08,33.1
CA,-117.09,33.14
CA,-117.07,33.07
CA,-117.1,33.11
CA,-117.09,33.12
CA,-117.06,33.13
CA,-117.11,33.15
CA,-117.06,33.13
CA,-117.07,33.07
CA,-117.07,33.07
CA,-117.07,33.1
CA,-117.1,33.11
CA,-124.17,40.8
CA,-124.15,40.8
CA,-124.14,40.81
CA,-124.14,40.78
CA,-121.23,38.66
CA,-121.22,38.67
CA,-121.27,38.66
CA,-121.31,38.66
CA,-121.31,38.66
CA,-122.05,38.26
CA,-122.13,38.22
CA,-122.07,38.25
CA,-122.03,38.29
CA,-122.03,38.26
CA,-122.05,38.26
CA,-122.05,38.27
CA,-122.14,38.21
CA,-122.04,38.25
CA,-117.25,33.37
CA,-117.25,33.37
CA,-118.92,34.4
CA,-121.11,38.65
CA,-121.16,38.67
CA,-121.12,38.65
CA,-121.12,38.69
CA,-121.16,38.65
CA,-121.12,38.65
CA,-121.16,38.67
CA,-121.19,38.7
CA,-121.2,38.68
CA,-121.18,38.66
CA,-121.17,38.65
CA,-121.15,38.67
CA,-117.44,34.14
CA,-117.44,34.07
CA,-117.47,34.15
CA,-117.47,34.15
CA,-117.45,34.11
CA,-117.43,34.06
CA,-117.49,34.11
CA,-117.51,34.12
CA,-117.44,34.05
CA,-117.67,33.69
CA,-123.81,39.43
CA,-116.69,35.26
CA,-124.15,40.58
CA,-122.26,37.55
CA,-122.27,37.56
CA,-117.95,33.69
CA,-117.93,33.7
CA,-117.95,33.73
CA,-117.97,33.72
CA,-117.95,33.73
CA,-119.68,36.63
CA,-121.78,36.94
CA,-121.78,36.94
CA,-121.98,37.5
CA,-121.93,37.49
CA,-121.95,37.56
CA,-121.93,37.49
CA,-121.96,37.53
CA,-121.92,37.53
CA,-122,37.53
CA,-122.03,37.57
CA,-121.96,37.53
CA,-121.99,37.55
CA,-121.97,37.5
CA,-121.97,37.55
CA,-122,37.53
CA,-121.99,37.55
CA,-121.95,37.51
CA,-119.79,36.78
CA,-119.87,36.79
CA,-119.78,36.74
CA,-119.79,36.74
CA,-119.76,36.86
CA,-119.78,36.81
CA,-119.88,36.83
CA,-119.77,36.81
CA,-119.79,36.85
CA,-119.76,36.64
CA,-119.72,36.77
CA,-119.75,36.84
CA,-119.81,36.81
CA,-119.83,36.81
CA,-119.83,36.79
CA,-119.79,36.82
CA,-119.79,36.85
CA,-119.74,36.81
CA,-119.8,36.76
CA,-119.74,36.87
CA,-119.92,36.83
CA,-119.79,36.85
CA,-119.85,36.84
CA,-119.77,36.74
CA,-119.76,36.87
CA,-119.81,36.84
CA,-119.85,36.81
CA,-119.7,36.74
CA,-119.78,36.81
CA,-119.76,36.79
CA,-119.79,36.81
CA,-119.75,36.81
CA,-119.78,36.81
CA,-119.91,36.84
CA,-119.72,36.76
CA,-119.78,36.87
CA,-116.64,35.3
CA,-117.96,33.88
CA,-117.93,33.92
CA,-117.92,33.86
CA,-117.96,33.88
CA,-117.88,33.88
CA,-117.89,33.88
CA,-117.97,33.88
CA,-117.92,33.87
CA,-117.94,33.86
CA,-117.87,33.89
CA,-117.87,33.89
CA,-117.93,33.86
CA,-117.89,33.87
CA,-118.03,33.79
CA,-118.03,33.78
CA,-117.96,33.76
CA,-117.9,33.77
CA,-117.95,33.76
CA,-117.97,33.77
CA,-117.96,33.78
CA,-117.92,33.79
CA,-117.92,33.79
CA,-117.94,33.79
CA,-118.3,33.89
CA,-118.3,33.9
CA,-118.31,33.87
CA,-118.32,33.89
CA,-121.59,37.01
CA,-121.56,37.02
CA,-121.59,37.01
CA,-121.55,37.01
CA,-121.55,37
CA,-121.55,37
CA,-118.26,34.13
CA,-118.26,34.16
CA,-118.29,34.16
CA,-118.29,34.16
CA,-118.24,34.14
CA,-118.26,34.23
CA,-118.26,34.14
CA,-118.26,34.15
CA,-118.26,34.14
CA,-118.25,34.15
CA,-118.25,34.15
CA,-118.26,34.16
CA,-118.26,34.13
CA,-118.24,34.15
CA,-118.26,34.16
CA,-118.29,34.17
CA,-117.86,34.14
CA,-117.83,34.13
CA,-117.86,34.13
CA,-117.87,34.14
CA,-121.26,38.63
CA,-119.87,34.43
CA,-119.83,34.44
CA,-121.44,36.51
CA,-118.53,34.26
CA,-118.5,34.27
CA,-118.52,34.27
CA,-118.5,34.27
CA,-118.5,34.26
CA,-118.5,34.29
CA,-121.22,38.74
CA,-121.17,38.74
CA,-121.06,39.2
CA,-121.03,39.24
CA,-122.52,37.95
CA,-121.69,39.37
CA,-120.61,35.12
CA,-123,38.5
CA,-121.02,37.1
CA,-117.96,34.02
CA,-117.97,34
CA,-122.43,37.47
CA,-119.65,36.33
CA,-119.68,36.32
CA,-119.67,36.33
CA,-118.31,33.78
CA,-118.29,33.81
CA,-118.31,33.8
CA,-118.07,33.83
CA,-118.37,33.9
CA,-118.35,33.93
CA,-118.32,33.92
CA,-118.33,33.92
CA,-118.37,33.9
CA,-118.35,33.92
CA,-122.12,37.67
CA,-122.09,37.67
CA,-122.06,37.61
CA,-122.06,37.61
CA,-122.11,37.63
CA,-122.06,37.66
CA,-122.09,37.65
CA,-122.12,37.67
CA,-122.08,37.68
CA,-122.08,37.68
CA,-122.11,37.65
CA,-122.07,37.62
CA,-122.87,38.61
CA,-122.87,38.61
CA,-116.97,33.73
CA,-117,33.75
CA,-116.98,33.75
CA,-117.01,33.75
CA,-122.26,38.02
CA,-122.27,38.01
CA,-118.39,33.86
CA,-118.39,33.86
CA,-118.4,33.86
CA,-117.29,34.47
CA,-117.38,34.43
CA,-117.39,34.43
CA,-117.29,34.42
CA,-117.2,34.12
CA,-121.39,36.84
CA,-121.39,36.84
CA,-121.39,36.84
CA,-118.34,34.1
CA,-118.34,34.11
CA,-118.33,34.1
CA,-118.33,34.1
CA,-118.34,34.1
CA,-118.31,34.1
CA,-117.99,33.69
CA,-118.04,33.72
CA,-117.96,33.67
CA,-118,33.66
CA,-118.04,33.72
CA,-117.97,33.66
CA,-117.95,33.67
CA,-118.02,33.74
CA,-118.03,33.73
CA,-117.99,33.73
CA,-117.99,33.68
CA,-118,33.73
CA,-118.01,33.69
CA,-117.99,33.66
CA,-117.97,33.66
CA,-118,33.68
CA,-118.08,33.72
CA,-118,33.68
CA,-118,33.68
CA,-118.23,33.99
CA,-118.21,33.99
CA,-116.23,33.71
CA,-116.22,33.74
CA,-116.27,33.69
CA,-116.22,33.74
CA,-116.2,33.72
CA,-118.35,33.96
CA,-118.33,33.95
CA,-118.33,33.95
CA,-118.36,33.98
CA,-118.37,33.96
CA,-117.83,33.65
CA,-117.75,33.65
CA,-117.86,33.69
CA,-117.83,33.7
CA,-117.79,33.73
CA,-117.75,33.65
CA,-117.76,33.67
CA,-117.74,33.65
CA,-117.79,33.67
CA,-117.85,33.64
CA,-117.74,33.65
CA,-117.75,33.65
CA,-117.79,33.71
CA,-117.78,33.65
CA,-117.84,33.65
CA,-117.77,33.72
CA,-117.85,33.67
CA,-117.81,33.68
CA,-117.84,33.65
CA,-117.76,33.7
CA,-117.85,33.68
CA,-117.82,33.68
CA,-117.74,33.7
CA,-117.85,33.68
CA,-117.79,33.73
CA,-117.81,33.69
CA,-117.94,34.11
CA,-119.86,34.41
CA,-120.8,38.37
CA,-120.8,38.37
CA,-120.04,36.73
CA,-119.96,35.99
CA,-121.14,36.2
CA,-120.04,39.24
CA,-119.56,36.52
CA,-118.19,34.2
CA,-118.22,34.21
CA,-118.25,34.23
CA,-118.24,34.22
CA,-117.97,33.92
CA,-117.96,33.92
CA,-117.97,33.94
CA,-117.96,33.92
CA,-117.93,33.93
CA,-117.24,32.88
CA,-117.25,32.85
CA,-117.23,32.87
CA,-117.27,32.84
CA,-117.27,32.81
CA,-117.27,32.85
CA,-117.22,32.87
CA,-117.27,32.84
CA,-117.23,32.87
CA,-116.96,32.75
CA,-117.01,32.78
CA,-117.02,32.77
CA,-117.04,32.78
CA,-117.03,32.77
CA,-117.01,32.78
CA,-117.02,32.78
CA,-118.01,33.9
CA,-118.01,33.92
CA,-118.01,33.9
CA,-117.95,34.04
CA,-116.3,33.68
CA,-116.27,33.71
CA,-116.29,33.71
CA,-116.3,33.72
CA,-117.77,34.12
CA,-117.78,34.12
CA,-117.76,34.11
CA,-117.76,34.11
CA,-117.63,33.56
CA,-117.65,33.56
CA,-122.12,37.89
CA,-122.12,37.89
CA,-122.1,37.9
CA,-117.79,33.55
CA,-117.78,33.54
CA,-117.79,33.54
CA,-117.73,33.61
CA,-117.68,33.6
CA,-117.7,33.59
CA,-117.72,33.53
CA,-117.71,33.56
CA,-117.71,33.57
CA,-117.72,33.55
CA,-117.69,33.56
CA,-117.69,33.52
CA,-117.71,33.61
CA,-117.37,33.69
CA,-117.3,33.66
CA,-117.34,33.69
CA,-117.34,33.69
CA,-117.29,33.66
CA,-117.68,33.68
CA,-117.67,33.66
CA,-117.7,33.66
CA,-117.71,33.63
CA,-117.68,33.64
CA,-117.65,33.67
CA,-117.72,33.63
CA,-118.48,35.62
CA,-122.93,39.05
CA,-116.93,32.86
CA,-118.12,33.86
CA,-118.14,33.85
CA,-118.12,33.85
CA,-118.12,33.84
CA,-118.14,33.85
CA,-118.12,33.86
CA,-118.2,34.66
CA,-118.11,34.68
CA,-118.17,34.69
CA,-118.17,34.67
CA,-118.15,34.68
CA,-118.17,34.7
CA,-122.75,38.5
CA,-122.51,37.95
CA,-121.29,37.82
CA,-121.3,37.81
CA,-118.35,33.9
CA,-118.95,34.98
CA,-117.04,32.74
CA,-117.05,32.74
CA,-119.78,36.31
CA,-121.3,38.88
CA,-121.3,38.87
CA,-121.3,38.87
CA,-121.29,38.88
CA,-119.1,36.2
CA,-121.72,37.7
CA,-121.74,37.7
CA,-121.72,37.72
CA,-121.8,37.65
CA,-121.85,37.7
CA,-121.75,37.7
CA,-121.78,37.68
CA,-121.77,37.69
CA,-121.74,37.7
CA,-121.82,37.7
CA,-121.78,37.68
CA,-120.74,37.39
CA,-121.27,38.1
CA,-121.31,38.12
CA,-121.29,38.14
CA,-121.31,38.12
CA,-121.3,38.12
CA,-121.26,38.12
CA,-117.24,34.05
CA,-117.23,34.05
CA,-120.46,34.65
CA,-120.46,34.66
CA,-118.19,33.77
CA,-118.14,33.78
CA,-118.18,33.84
CA,-118.19,33.81
CA,-118.19,33.77
CA,-118.11,33.76
CA,-118.11,33.76
CA,-118.17,33.88
CA,-118.11,33.78
CA,-118.12,33.81
CA,-118.11,33.8
CA,-118.19,33.77
CA,-118.18,33.77
CA,-118.09,33.83
CA,-118.13,33.8
CA,-118.18,33.77
CA,-118.12,33.8
CA,-118.13,33.76
CA,-118.15,33.76
CA,-118.14,33.79
CA,-118.14,33.83
CA,-118.11,33.78
CA,-118.18,33.84
CA,-118.15,33.78
CA,-118.2,33.77
CA,-118.12,33.77
CA,-118.14,33.79
CA,-118.12,33.81
CA,-118.19,33.77
CA,-118.11,33.81
CA,-118.18,33.82
CA,-121.19,38.82
CA,-118.07,33.8
CA,-122.12,37.38
CA,-122.12,37.38
CA,-122.1,37.36
CA,-118.34,34.09
CA,-118.43,34.04
CA,-118.37,33.98
CA,-118.29,34.1
CA,-118.45,34.06
CA,-118.39,33.95
CA,-118.25,34.05
CA,-118.34,34.1
CA,-118.42,33.97
CA,-118.44,34.04
CA,-118.38,34.08
CA,-118.44,34.02
CA,-118.44,34.06
CA,-118.4,34.05
CA,-118.29,34.07
CA,-118.35,34.02
CA,-118.44,34.06
CA,-118.27,34.04
CA,-118.41,33.95
CA,-118.22,34.14
CA,-118.27,34.06
CA,-118.4,33.95
CA,-118.25,34.05
CA,-118.34,34.07
CA,-118.21,34.06
CA,-118.42,33.96
CA,-118.34,34.1
CA,-118.38,34.08
CA,-118.35,34.06
CA,-118.4,33.95
CA,-118.12,33.98
CA,-118.39,33.95
CA,-118.26,34.1
CA,-118.33,34.04
CA,-118.26,34.05
CA,-118.43,34
CA,-118.32,34.07
CA,-118.38,34.08
CA,-118.24,34.06
CA,-118.26,34.05
CA,-118.25,33.98
CA,-118.4,33.94
CA,-118.44,34.13
CA,-118.4,33.95
CA,-118.31,33.99
CA,-118.29,34.06
CA,-118.4,33.94
CA,-118.17,34.07
CA,-118.33,34.02
CA,-118.35,34.06
CA,-118.25,34.05
CA,-118.4,34.03
CA,-118.26,34.05
CA,-118.27,34.11
CA,-118.4,33.96
CA,-118.36,34.06
CA,-118.32,34.1
CA,-118.26,34.13
CA,-118.34,34.08
CA,-118.35,34.1
CA,-118.26,33.99
CA,-118.22,34.12
CA,-118.36,34.08
CA,-118.35,34.06
CA,-118.3,34.06
CA,-118.22,34.14
CA,-118.25,34.05
CA,-118.34,34.07
CA,-118.37,34.02
CA,-118.22,34.02
CA,-118.26,34.05
CA,-118.24,34.05
CA,-118.38,34.05
CA,-118.34,34.09
CA,-118.43,34.04
CA,-118.38,34.08
CA,-118.25,34.04
CA,-118.43,34.03
CA,-118.31,34.1
CA,-118.26,34.05
CA,-118.26,34.05
CA,-118.29,34.1
CA,-118.25,34.05
CA,-118.39,34.03
CA,-118.42,33.96
CA,-118.34,34.06
CA,-118.4,33.96
CA,-118.25,34.05
CA,-118.33,34.08
CA,-118.19,34.14
CA,-118.28,34.02
CA,-118.26,34.05
CA,-118.34,34.05
CA,-118.28,34.02
CA,-118.36,34.07
CA,-118.37,33.98
CA,-118.24,34.05
CA,-118.45,34.03
CA,-118.43,34.04
CA,-118.28,34.03
CA,-118.38,34.05
CA,-118.4,33.95
CA,-118.39,33.98
CA,-118.37,34.1
CA,-118.25,34.05
CA,-118.47,34.06
CA,-118.4,33.95
CA,-118.26,34.04
CA,-118.25,34.06
CA,-118.26,34.04
CA,-118.31,34.06
CA,-118.24,34.06
CA,-118.28,34.06
CA,-118.24,34.05
CA,-118.26,34.12
CA,-118.34,34.05
CA,-118.26,34.05
CA,-118.41,33.98
CA,-118.47,34.05
CA,-118.24,34.03
CA,-118.35,34.13
CA,-118.43,34.03
CA,-118.37,34.03
CA,-118.47,34.04
CA,-118.18,34.03
CA,-118.4,33.95
CA,-118.18,34.11
CA,-118.38,33.95
CA,-120.87,37.06
CA,-120.83,37.06
CA,-120.87,37.06
CA,-121.96,37.24
CA,-121.98,37.23
CA,-121.95,37.25
CA,-121.91,37.24
CA,-121.98,37.23
CA,-121.93,37.24
CA,-120.83,35.31
CA,-118.18,33.93
CA,-118.2,33.93
CA,-120.13,37.02
CA,-120.08,36.95
CA,-119.8,36.88
CA,-120.09,36.98
CA,-118.81,34.02
CA,-118.69,34.04
CA,-118.69,34.03
CA,-118.84,34.03
CA,-118.97,37.64
CA,-118.99,37.65
CA,-118.4,33.9
CA,-118.4,33.89
CA,-118.41,33.89
CA,-121.19,37.8
CA,-121.25,37.79
CA,-121.19,37.8
CA,-121.2,37.8
CA,-121.24,37.83
CA,-121.24,37.8
CA,-121.81,36.67
CA,-121.81,36.67
CA,-121.8,36.69
CA,-118.44,33.98
CA,-118.44,33.98
CA,-118.44,33.99
CA,-118.45,33.99
CA,-118.44,33.99
CA,-118.44,33.98
CA,-118.47,33.98
CA,-122.09,37.96
CA,-122.11,37.99
CA,-122.12,37.99
CA,-122.09,37.96
CA,-122.14,38.02
CA,-121.59,39.15
CA,-124.1,40.94
CA,-116.09,33.57
CA,-117.17,33.68
CA,-117.18,33.68
CA,-117.18,33.68
CA,-122.18,37.45
CA,-122.2,37.42
CA,-122.2,37.43
CA,-122.18,37.45
CA,-122.18,37.45
CA,-122.2,37.42
CA,-122.15,37.48
CA,-120.48,37.32
CA,-120.48,37.3
CA,-120.46,37.33
CA,-120.45,37.29
CA,-120.49,37.32
CA,-122.52,37.9
CA,-122.53,37.89
CA,-122.52,37.9
CA,-122.53,37.88
CA,-122.52,37.9
CA,-122.39,37.6
CA,-122.39,37.6
CA,-121.89,37.44
CA,-121.92,37.43
CA,-121.92,37.42
CA,-121.88,37.42
CA,-121.9,37.43
CA,-121.91,37.43
CA,-121.9,37.42
CA,-121.9,37.43
CA,-121.9,37.41
CA,-121.92,37.45
CA,-117.56,33.98
CA,-118.47,34.26
CA,-117.67,33.56
CA,-117.67,33.61
CA,-117.65,33.65
CA,-117.67,33.56
CA,-117.67,33.55
CA,-117.68,33.61
CA,-117.69,33.61
CA,-117.67,33.6
CA,-117.67,33.58
CA,-117.66,33.59
CA,-117.63,33.63
CA,-121.02,37.65
CA,-120.96,37.65
CA,-121.07,37.7
CA,-121.06,37.69
CA,-121.05,37.7
CA,-120.99,37.69
CA,-121.03,37.67
CA,-121,37.66
CA,-121,37.69
CA,-121,37.67
CA,-120.99,37.59
CA,-120.99,37.69
CA,-121.05,37.69
CA,-120.92,37.64
CA,-120.99,37.65
CA,-120.98,37.68
CA,-120.96,37.67
CA,-120.99,37.67
CA,-121.05,37.69
CA,-117.98,34.14
CA,-118.01,34.14
CA,-118.02,34.15
CA,-118,34.15
CA,-118,34.15
CA,-117.69,34.09
CA,-117.69,34.08
CA,-117.71,34.06
CA,-117.69,34.09
CA,-118.11,34.02
CA,-118.08,34.04
CA,-118.12,34.03
CA,-121.9,36.62
CA,-121.9,36.62
CA,-121.89,36.6
CA,-121.9,36.58
CA,-118.14,34.04
CA,-118.23,34.21
CA,-118.88,34.28
CA,-118.87,34.28
CA,-118.84,34.3
CA,-118.9,34.27
CA,-118.87,34.28
CA,-122.12,37.86
CA,-122.13,37.84
CA,-117.18,33.94
CA,-117.26,33.94
CA,-117.21,33.89
CA,-117.28,33.94
CA,-117.23,33.94
CA,-117.19,33.94
CA,-121.64,37.11
CA,-121.64,37.13
CA,-121.64,37.13
CA,-121.65,37.16
CA,-121.63,37.12
CA,-121.66,37.14
CA,-121.65,37.16
CA,-120.84,35.37
CA,-122.08,37.42
CA,-122.09,37.37
CA,-122.09,37.37
CA,-122.08,37.39
CA,-122.09,37.41
CA,-122.11,37.4
CA,-122.11,37.4
CA,-122.1,37.42
CA,-122.09,37.38
CA,-122.07,37.38
CA,-122.09,37.39
CA,-117.14,33.55
CA,-117.19,33.56
CA,-117.14,33.55
CA,-117.18,33.6
CA,-117.18,33.57
CA,-117.23,33.57
CA,-117.18,33.6
CA,-117.2,33.56
CA,-117.2,33.57
CA,-122.27,38.28
CA,-122.31,38.32
CA,-122.3,38.31
CA,-122.29,38.3
CA,-122.31,38.32
CA,-122.3,38.32
CA,-122.29,38.32
CA,-122.28,38.28
CA,-122.3,38.32
CA,-119.78,36.3
CA,-117.07,32.66
CA,-117.07,32.65
CA,-117.08,32.68
CA,-117.11,32.66
CA,-117.09,32.66
CA,-121.99,37.52
CA,-122.05,37.55
CA,-122.05,37.55
CA,-122.04,37.53
CA,-122,37.53
CA,-118.96,34.17
CA,-117.86,33.64
CA,-117.88,33.62
CA,-117.93,33.62
CA,-117.86,33.66
CA,-117.91,33.63
CA,-117.87,33.61
CA,-117.89,33.61
CA,-117.86,33.67
CA,-117.85,33.63
CA,-117.92,33.62
CA,-117.83,33.57
CA,-117.88,33.64
CA,-117.9,33.62
CA,-117.87,33.66
CA,-117.83,33.61
CA,-117.83,33.61
CA,-120.49,35.04
CA,-120.49,35.04
CA,-117.56,33.9
CA,-117.56,33.9
CA,-117.56,33.94
CA,-121.38,38.69
CA,-121.38,38.66
CA,-121.38,38.64
CA,-118.47,34.23
CA,-118.49,34.24
CA,-118.37,34.16
CA,-118.37,34.16
CA,-118.38,34.16
CA,-118.41,34.2
CA,-118.37,34.19
CA,-118.41,34.19
CA,-118.5,34.23
CA,-118.54,34.26
CA,-118.54,34.24
CA,-118.56,34.28
CA,-118.56,34.24
CA,-118.56,34.24
CA,-118.54,34.23
CA,-118.08,33.92
CA,-118.05,33.9
CA,-118.1,33.9
CA,-118.11,33.92
CA,-118.1,33.92
CA,-118.08,33.9
CA,-118.11,33.93
CA,-118.08,33.91
CA,-122.6,38.12
CA,-122.57,38.11
CA,-122.55,38.09
CA,-122.57,38.1
CA,-122.53,38.06
CA,-122.56,38.09
CA,-120.85,37.77
CA,-120.84,37.77
CA,-119.65,37.33
CA,-119.66,37.33
CA,-122.25,37.79
CA,-122.21,37.72
CA,-122.26,37.82
CA,-122.28,37.8
CA,-122.23,37.77
CA,-122.25,37.83
CA,-122.25,37.83
CA,-122.27,37.8
CA,-122.21,37.72
CA,-122.27,37.8
CA,-122.21,37.72
CA,-122.27,37.81
CA,-122.2,37.74
CA,-122.21,37.83
CA,-122.21,37.71
CA,-122.27,37.81
CA,-122.25,37.85
CA,-122.19,37.73
CA,-122.25,37.83
CA,-122.24,37.81
CA,-122.22,37.8
CA,-121.73,38
CA,-121.75,38.01
CA,-117.3,33.18
CA,-117.36,33.19
CA,-117.33,33.18
CA,-117.33,33.23
CA,-117.31,33.23
CA,-117.37,33.2
CA,-117.29,33.24
CA,-117.34,33.18
CA,-117.29,33.18
CA,-117.3,33.25
CA,-117.29,33.24
CA,-117.29,33.21
CA,-119.29,34.42
CA,-120.23,39.2
CA,-117.67,34.09
CA,-117.55,34.05
CA,-117.59,34.03
CA,-117.55,34.07
CA,-117.56,34.08
CA,-117.61,34.06
CA,-117.55,34.08
CA,-117.61,34.03
CA,-117.55,34.07
CA,-117.59,34.07
CA,-117.67,34.03
CA,-117.55,34.07
CA,-117.56,34.08
CA,-117.84,33.79
CA,-117.84,33.83
CA,-117.85,33.79
CA,-117.87,33.79
CA,-117.84,33.8
CA,-117.87,33.81
CA,-117.84,33.82
CA,-117.89,33.78
CA,-117.89,33.79
CA,-117.85,33.79
CA,-117.8,33.79
CA,-117.86,33.78
CA,-117.84,33.83
CA,-117.81,33.79
CA,-117.85,33.79
CA,-117.87,33.78
CA,-120.42,34.86
CA,-122.18,37.88
CA,-122.19,37.88
CA,-122.2,39.75
CA,-121.57,39.5
CA,-119.18,34.23
CA,-119.22,34.19
CA,-119.18,34.17
CA,-119.16,34.22
CA,-119.18,34.24
CA,-119.16,34.22
